UTC0;Input0;136_0;134_0;97_0;98_0;125_0;127_0;128_0 (Info_to_ignore: TickSize: 0.01 PointValue: 1000)
11/16/2018 3:59:00 PM;58.79;0;0.261594202898551;0.299498483277226;0.0341772462350299;1.88908145580589;28.9999999999999;125
11/16/2018 4:23:00 PM;58.12;0;0.244202898550725;0.24119059856519;-0.019304510781605;0.727902946273821;96.0000000000001;57.9999999999998
11/16/2018 4:40:00 PM;57.78;0;0.231884057971015;0.165636664975239;-0.0758867554972451;0.138648180242631;130;24.0000000000002
11/16/2018 5:17:00 PM;57.78;0;0.205072463768116;0.104554390339523;-0.109575224106369;0.138648180242631;130;24.0000000000002
11/16/2018 5:33:00 PM;57.21;0;0.193478260869565;0.0100363188689201;-0.163274636461577;-0.849220103986139;187;2.00000000000031
11/16/2018 5:43:00 PM;57.75;0;0.186231884057971;-0.021053752156412;-0.155491765989527;0.0866551126516415;133;71.0000000000001
11/16/2018 6:15:00 PM;57.89;0;0.16304347826087;-0.0340040499437038;-0.134753651021455;0.329289428076253;119;85.0000000000001
11/16/2018 6:59:00 PM;57.83;0;0.131159420289855;-0.0485491088945054;-0.119438967977806;0.225303292894273;125;78.9999999999999
11/16/2018 7:47:00 PM;57.84;0;0.0963768115942029;-0.0585938233557428;-0.103586945951234;0.242634315424611;123.999999999999;80.0000000000004
11/16/2018 8:47:00 PM;57.93;0;0.0528985507246377;-0.0586163908298687;-0.0828876107402882;0.398613518197568;115;89.0000000000001
11/16/2018 9:47:00 PM;57.93;0;0.00942028985507246;-0.0579660788414458;-0.0657898390014922;0.398613518197568;115;89.0000000000001
11/16/2018 10:00:00 PM;57.95;1;0;-0.0552005514563021;-0.0504194492930788;0.433275563258232;113;91.0000000000004
11/19/2018 12:00:00 AM;58.22;0;0.956521739130435;-0.0308663000695901;-0.0208681583250935;0.465918895599648;7.00000000000003;39.0000000000001
11/19/2018 1:00:00 AM;58.21;0;0.91304347826087;-0.0122469714894677;-0.00179906379597689;0.448662640207072;7.99999999999983;38.0000000000003
11/19/2018 2:00:00 AM;58.35;0;0.869565217391304;0.0136484793523977;0.0192771096367108;0.69025021570319;5.99999999999952;52.0000000000003
11/19/2018 3:00:00 AM;58.3;0;0.826086956521739;0.0297927957743411;0.0283371408469234;0.603968938740284;17.0000000000002;46.9999999999999
11/19/2018 4:00:00 AM;58.25;0;0.782608695652174;0.0381133537029328;0.0293261590204121;0.517687661777389;21.9999999999999;42.0000000000002
11/19/2018 5:00:00 AM;58.27;0;0.739130434782609;0.0457934107273061;0.0296049728358283;0.552200172562554;19.9999999999996;44.0000000000005
11/19/2018 6:00:00 AM;58.17;0;0.695652173913043;0.0433114792138909;0.0216984330579305;0.379637618636754;29.9999999999997;34.0000000000003
11/19/2018 7:00:00 AM;58.33;0;0.652173913043478;0.0536369006297193;0.0256190835790071;0.655737704918025;14.0000000000001;50
11/19/2018 8:00:00 AM;58.41;0;0.608695652173913;0.0674971379141383;0.0315834566907408;0.79378774805866;6.00000000000023;57.9999999999998
11/19/2018 9:00:00 AM;58.33;0;0.565217391304348;0.0712053336450822;0.0282333219373478;0.655737704918025;14.0000000000001;50
